Absolute path,Relative path,Class name
C:\Users\nasty\ap_laba2\dataset1\rose\0559.jpg,dataset1\rose\0559.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0560.jpg,dataset1\rose\0560.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0561.jpg,dataset1\rose\0561.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0562.jpg,dataset1\rose\0562.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0563.jpg,dataset1\rose\0563.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0564.jpg,dataset1\rose\0564.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0565.jpg,dataset1\rose\0565.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0566.jpg,dataset1\rose\0566.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0567.jpg,dataset1\rose\0567.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0568.jpg,dataset1\rose\0568.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0569.jpg,dataset1\rose\0569.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0570.jpg,dataset1\rose\0570.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0571.jpg,dataset1\rose\0571.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0572.jpg,dataset1\rose\0572.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0573.jpg,dataset1\rose\0573.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0574.jpg,dataset1\rose\0574.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0575.jpg,dataset1\rose\0575.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0576.jpg,dataset1\rose\0576.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0577.jpg,dataset1\rose\0577.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0578.jpg,dataset1\rose\0578.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0579.jpg,dataset1\rose\0579.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0580.jpg,dataset1\rose\0580.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0581.jpg,dataset1\rose\0581.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0582.jpg,dataset1\rose\0582.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0583.jpg,dataset1\rose\0583.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0584.jpg,dataset1\rose\0584.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0585.jpg,dataset1\rose\0585.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0586.jpg,dataset1\rose\0586.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0587.jpg,dataset1\rose\0587.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0588.jpg,dataset1\rose\0588.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0589.jpg,dataset1\rose\0589.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0590.jpg,dataset1\rose\0590.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0591.jpg,dataset1\rose\0591.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0592.jpg,dataset1\rose\0592.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0593.jpg,dataset1\rose\0593.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0594.jpg,dataset1\rose\0594.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0595.jpg,dataset1\rose\0595.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0596.jpg,dataset1\rose\0596.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0597.jpg,dataset1\rose\0597.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0598.jpg,dataset1\rose\0598.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0599.jpg,dataset1\rose\0599.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0600.jpg,dataset1\rose\0600.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0601.jpg,dataset1\rose\0601.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0602.jpg,dataset1\rose\0602.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0603.jpg,dataset1\rose\0603.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0604.jpg,dataset1\rose\0604.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0605.jpg,dataset1\rose\0605.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0606.jpg,dataset1\rose\0606.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0607.jpg,dataset1\rose\0607.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0608.jpg,dataset1\rose\0608.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0609.jpg,dataset1\rose\0609.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0610.jpg,dataset1\rose\0610.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0611.jpg,dataset1\rose\0611.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0612.jpg,dataset1\rose\0612.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0613.jpg,dataset1\rose\0613.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0614.jpg,dataset1\rose\0614.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0615.jpg,dataset1\rose\0615.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0616.jpg,dataset1\rose\0616.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0617.jpg,dataset1\rose\0617.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0618.jpg,dataset1\rose\0618.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0619.jpg,dataset1\rose\0619.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0620.jpg,dataset1\rose\0620.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0621.jpg,dataset1\rose\0621.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0622.jpg,dataset1\rose\0622.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0623.jpg,dataset1\rose\0623.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0624.jpg,dataset1\rose\0624.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0625.jpg,dataset1\rose\0625.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0626.jpg,dataset1\rose\0626.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0627.jpg,dataset1\rose\0627.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0628.jpg,dataset1\rose\0628.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0629.jpg,dataset1\rose\0629.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0630.jpg,dataset1\rose\0630.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0631.jpg,dataset1\rose\0631.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0632.jpg,dataset1\rose\0632.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0633.jpg,dataset1\rose\0633.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0634.jpg,dataset1\rose\0634.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0635.jpg,dataset1\rose\0635.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0636.jpg,dataset1\rose\0636.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0637.jpg,dataset1\rose\0637.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0638.jpg,dataset1\rose\0638.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0639.jpg,dataset1\rose\0639.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0640.jpg,dataset1\rose\0640.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0641.jpg,dataset1\rose\0641.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0642.jpg,dataset1\rose\0642.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0643.jpg,dataset1\rose\0643.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0644.jpg,dataset1\rose\0644.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0645.jpg,dataset1\rose\0645.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0646.jpg,dataset1\rose\0646.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0647.jpg,dataset1\rose\0647.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0648.jpg,dataset1\rose\0648.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0649.jpg,dataset1\rose\0649.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0650.jpg,dataset1\rose\0650.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0651.jpg,dataset1\rose\0651.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0652.jpg,dataset1\rose\0652.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0653.jpg,dataset1\rose\0653.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0654.jpg,dataset1\rose\0654.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0655.jpg,dataset1\rose\0655.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0656.jpg,dataset1\rose\0656.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0657.jpg,dataset1\rose\0657.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0658.jpg,dataset1\rose\0658.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0659.jpg,dataset1\rose\0659.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0660.jpg,dataset1\rose\0660.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0661.jpg,dataset1\rose\0661.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0662.jpg,dataset1\rose\0662.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0663.jpg,dataset1\rose\0663.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0664.jpg,dataset1\rose\0664.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0665.jpg,dataset1\rose\0665.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0666.jpg,dataset1\rose\0666.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0667.jpg,dataset1\rose\0667.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0668.jpg,dataset1\rose\0668.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0669.jpg,dataset1\rose\0669.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0670.jpg,dataset1\rose\0670.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0671.jpg,dataset1\rose\0671.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0672.jpg,dataset1\rose\0672.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0673.jpg,dataset1\rose\0673.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0674.jpg,dataset1\rose\0674.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0675.jpg,dataset1\rose\0675.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0676.jpg,dataset1\rose\0676.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0677.jpg,dataset1\rose\0677.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0678.jpg,dataset1\rose\0678.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0679.jpg,dataset1\rose\0679.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0680.jpg,dataset1\rose\0680.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0681.jpg,dataset1\rose\0681.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0682.jpg,dataset1\rose\0682.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0683.jpg,dataset1\rose\0683.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0684.jpg,dataset1\rose\0684.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0685.jpg,dataset1\rose\0685.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0686.jpg,dataset1\rose\0686.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0687.jpg,dataset1\rose\0687.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0688.jpg,dataset1\rose\0688.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0689.jpg,dataset1\rose\0689.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0690.jpg,dataset1\rose\0690.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0691.jpg,dataset1\rose\0691.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0692.jpg,dataset1\rose\0692.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0693.jpg,dataset1\rose\0693.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0694.jpg,dataset1\rose\0694.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0695.jpg,dataset1\rose\0695.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0696.jpg,dataset1\rose\0696.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0697.jpg,dataset1\rose\0697.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0698.jpg,dataset1\rose\0698.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0699.jpg,dataset1\rose\0699.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0700.jpg,dataset1\rose\0700.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0701.jpg,dataset1\rose\0701.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0702.jpg,dataset1\rose\0702.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0703.jpg,dataset1\rose\0703.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0704.jpg,dataset1\rose\0704.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0705.jpg,dataset1\rose\0705.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0706.jpg,dataset1\rose\0706.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0707.jpg,dataset1\rose\0707.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0708.jpg,dataset1\rose\0708.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0709.jpg,dataset1\rose\0709.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0710.jpg,dataset1\rose\0710.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0711.jpg,dataset1\rose\0711.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0712.jpg,dataset1\rose\0712.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0713.jpg,dataset1\rose\0713.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0714.jpg,dataset1\rose\0714.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0715.jpg,dataset1\rose\0715.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0716.jpg,dataset1\rose\0716.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0717.jpg,dataset1\rose\0717.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0718.jpg,dataset1\rose\0718.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0719.jpg,dataset1\rose\0719.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0720.jpg,dataset1\rose\0720.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0721.jpg,dataset1\rose\0721.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0722.jpg,dataset1\rose\0722.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0723.jpg,dataset1\rose\0723.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0724.jpg,dataset1\rose\0724.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0725.jpg,dataset1\rose\0725.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0726.jpg,dataset1\rose\0726.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0727.jpg,dataset1\rose\0727.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0728.jpg,dataset1\rose\0728.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0729.jpg,dataset1\rose\0729.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0730.jpg,dataset1\rose\0730.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0731.jpg,dataset1\rose\0731.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0732.jpg,dataset1\rose\0732.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0733.jpg,dataset1\rose\0733.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0734.jpg,dataset1\rose\0734.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0735.jpg,dataset1\rose\0735.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0736.jpg,dataset1\rose\0736.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0737.jpg,dataset1\rose\0737.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0738.jpg,dataset1\rose\0738.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0739.jpg,dataset1\rose\0739.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0740.jpg,dataset1\rose\0740.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0741.jpg,dataset1\rose\0741.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0742.jpg,dataset1\rose\0742.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0743.jpg,dataset1\rose\0743.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0744.jpg,dataset1\rose\0744.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0745.jpg,dataset1\rose\0745.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0746.jpg,dataset1\rose\0746.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0747.jpg,dataset1\rose\0747.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0748.jpg,dataset1\rose\0748.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0749.jpg,dataset1\rose\0749.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0750.jpg,dataset1\rose\0750.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0751.jpg,dataset1\rose\0751.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0752.jpg,dataset1\rose\0752.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0753.jpg,dataset1\rose\0753.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0754.jpg,dataset1\rose\0754.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0755.jpg,dataset1\rose\0755.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0756.jpg,dataset1\rose\0756.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0757.jpg,dataset1\rose\0757.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0758.jpg,dataset1\rose\0758.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0759.jpg,dataset1\rose\0759.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0760.jpg,dataset1\rose\0760.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0761.jpg,dataset1\rose\0761.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0762.jpg,dataset1\rose\0762.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0763.jpg,dataset1\rose\0763.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0764.jpg,dataset1\rose\0764.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0765.jpg,dataset1\rose\0765.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0766.jpg,dataset1\rose\0766.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0767.jpg,dataset1\rose\0767.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0768.jpg,dataset1\rose\0768.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0769.jpg,dataset1\rose\0769.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0770.jpg,dataset1\rose\0770.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0771.jpg,dataset1\rose\0771.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0772.jpg,dataset1\rose\0772.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0773.jpg,dataset1\rose\0773.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0774.jpg,dataset1\rose\0774.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0775.jpg,dataset1\rose\0775.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0776.jpg,dataset1\rose\0776.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0777.jpg,dataset1\rose\0777.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0778.jpg,dataset1\rose\0778.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0779.jpg,dataset1\rose\0779.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0780.jpg,dataset1\rose\0780.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0781.jpg,dataset1\rose\0781.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0782.jpg,dataset1\rose\0782.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0783.jpg,dataset1\rose\0783.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0784.jpg,dataset1\rose\0784.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0785.jpg,dataset1\rose\0785.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0786.jpg,dataset1\rose\0786.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0787.jpg,dataset1\rose\0787.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0788.jpg,dataset1\rose\0788.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0789.jpg,dataset1\rose\0789.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0790.jpg,dataset1\rose\0790.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0791.jpg,dataset1\rose\0791.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0792.jpg,dataset1\rose\0792.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0793.jpg,dataset1\rose\0793.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0794.jpg,dataset1\rose\0794.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0795.jpg,dataset1\rose\0795.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0796.jpg,dataset1\rose\0796.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0797.jpg,dataset1\rose\0797.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0798.jpg,dataset1\rose\0798.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0799.jpg,dataset1\rose\0799.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0800.jpg,dataset1\rose\0800.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0801.jpg,dataset1\rose\0801.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0802.jpg,dataset1\rose\0802.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0803.jpg,dataset1\rose\0803.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0804.jpg,dataset1\rose\0804.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0805.jpg,dataset1\rose\0805.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0806.jpg,dataset1\rose\0806.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0807.jpg,dataset1\rose\0807.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0808.jpg,dataset1\rose\0808.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0809.jpg,dataset1\rose\0809.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0810.jpg,dataset1\rose\0810.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0811.jpg,dataset1\rose\0811.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0812.jpg,dataset1\rose\0812.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0813.jpg,dataset1\rose\0813.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0814.jpg,dataset1\rose\0814.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0815.jpg,dataset1\rose\0815.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0816.jpg,dataset1\rose\0816.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0817.jpg,dataset1\rose\0817.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0818.jpg,dataset1\rose\0818.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0819.jpg,dataset1\rose\0819.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0820.jpg,dataset1\rose\0820.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0821.jpg,dataset1\rose\0821.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0822.jpg,dataset1\rose\0822.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0823.jpg,dataset1\rose\0823.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0824.jpg,dataset1\rose\0824.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0825.jpg,dataset1\rose\0825.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0826.jpg,dataset1\rose\0826.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0827.jpg,dataset1\rose\0827.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0828.jpg,dataset1\rose\0828.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0829.jpg,dataset1\rose\0829.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0830.jpg,dataset1\rose\0830.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0831.jpg,dataset1\rose\0831.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0832.jpg,dataset1\rose\0832.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0833.jpg,dataset1\rose\0833.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0834.jpg,dataset1\rose\0834.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0835.jpg,dataset1\rose\0835.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0836.jpg,dataset1\rose\0836.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0837.jpg,dataset1\rose\0837.jpg,rose
